neighborhood,property_type,bedrooms,bathrooms,sqft,lot_size,year_built,age,has_garage,has_basement,has_renovation,distance_to_downtown_km,walk_score,latitude,longitude,price
Yaletown,Townhouse,2,2,1541,2998,1993,32,0,0,0,2.5,75,49.2786,-123.1199,1201000
Shaughnessy,Condo,1,1,789,0,1982,43,0,0,0,6.8,52,49.25,-123.1355,974000
Kitsilano,House,4,3,3180,6148,1939,86,1,1,0,5.5,57,49.2698,-123.1714,1944000
Dunbar,House,5,3,2751,4219,1923,102,1,0,0,9.7,35,49.2478,-123.1949,1587000
Dunbar,Townhouse,3,1,2105,2561,1995,30,0,0,1,8.7,55,49.252,-123.1853,1293000
Strathcona,Townhouse,2,1,1701,1615,1944,81,1,0,0,3.7,56,49.2794,-123.0817,601000
Strathcona,Condo,1,1,1059,0,1932,93,0,0,0,4.3,61,49.2735,-123.0872,402000
Kitsilano,House,4,3,2405,3491,1933,92,1,0,0,5.2,71,49.2703,-123.1636,1878000
Killarney,Condo,1,1,814,0,1987,38,0,0,0,13.7,36,49.2171,-123.0467,337000
Strathcona,Condo,1,1,1175,0,1936,89,0,0,0,3.0,60,49.2731,-123.0866,421000
Coal Harbour,Condo,1,1,834,0,1949,76,1,0,0,1.9,89,49.2983,-123.1224,938000
Marpole,Townhouse,3,2,1761,1330,1964,61,1,0,0,7.4,61,49.2107,-123.1269,812000
Kerrisdale,Condo,2,1,528,0,1986,39,1,0,1,10.6,36,49.2364,-123.1521,730000
Mount Pleasant,House,3,2,3040,6632,1951,74,0,0,0,5.2,60,49.2638,-123.09,1625000
Hastings-Sunrise,Condo,2,1,1252,0,2016,9,1,1,0,6.8,50,49.2799,-123.0453,623000
Grandview,Condo,2,1,1228,0,1926,99,0,0,0,3.1,82,49.276,-123.0767,605000
Fairview,Condo,2,1,1363,0,1969,56,1,0,1,4.0,69,49.2682,-123.1333,785000
Coal Harbour,House,3,3,3386,3932,1944,81,1,0,1,2.2,72,49.3,-123.1263,2425000
Mount Pleasant,Townhouse,2,1,1213,1399,1966,59,0,0,0,3.7,65,49.2597,-123.0933,731000
Oakridge,Townhouse,3,1,2200,2953,2007,18,0,0,0,5.4,52,49.2287,-123.112,1282000
Hastings-Sunrise,House,3,2,2823,3178,1964,61,1,0,0,7.3,54,49.2805,-123.0505,1230000
West End,House,3,3,2896,5147,1940,85,0,1,0,0.9,80,49.2935,-123.1335,1698000
Strathcona,Condo,2,1,1112,0,1963,62,0,0,0,5.5,58,49.2769,-123.09,437000
Point Grey,Townhouse,2,1,1031,2124,1920,105,1,0,0,7.3,35,49.267,-123.2019,1205000
Kitsilano,Townhouse,2,1,1842,2945,1959,66,0,0,0,5.6,63,49.2619,-123.1714,1143000
Yaletown,Condo,1,1,1193,0,1929,96,0,0,0,1.1,82,49.2737,-123.128,766000
Kerrisdale,Condo,2,1,779,0,2000,25,0,0,1,8.3,44,49.241,-123.1489,736000
Grandview,Townhouse,3,2,1352,2783,1975,50,1,0,1,5.6,62,49.2785,-123.0665,926000
Marpole,House,3,3,3645,7783,1974,51,0,0,0,6.8,53,49.208,-123.1226,1501000
Kitsilano,House,5,3,3756,3838,1928,97,0,0,1,7.6,63,49.2763,-123.1631,1967000
Point Grey,Condo,1,1,1124,0,2011,14,1,0,0,9.9,36,49.2658,-123.2011,938000
Hastings-Sunrise,House,4,2,4500,3478,2007,18,1,1,1,6.5,55,49.277,-123.053,1482000
West End,Condo,2,1,954,0,1965,60,0,0,1,1.6,71,49.2883,-123.1343,705000
Mount Pleasant,House,5,3,3051,5891,2006,19,0,1,0,3.7,70,49.2693,-123.101,2091000
Marpole,Condo,1,1,726,0,2020,5,1,0,0,9.0,41,49.2131,-123.139,515000
Killarney,Condo,2,1,800,0,1927,98,0,0,1,13.2,30,49.2191,-123.045,399000
Kitsilano,Condo,1,1,637,0,2014,11,0,0,0,5.9,57,49.2698,-123.1762,675000
Grandview,House,3,3,3393,5705,1970,55,0,0,0,5.9,56,49.2695,-123.0684,1610000
Oakridge,House,3,2,1800,4343,1955,70,1,1,0,7.3,47,49.2269,-123.1231,1615000
Riley Park,House,5,3,3271,6904,1980,45,0,1,1,4.9,81,49.2432,-123.0957,1873000
Kitsilano,Condo,2,1,547,0,1966,59,0,0,1,6.1,64,49.2718,-123.167,622000
Grandview,Condo,1,1,925,0,1931,94,1,0,0,4.9,64,49.282,-123.0684,599000
Killarney,Condo,1,1,450,0,1922,103,0,0,0,11.8,40,49.2348,-123.052,330000
Kitsilano,House,5,2,2729,7295,1960,65,1,1,1,5.0,53,49.266,-123.1655,1946000
Dunbar,Condo,1,1,810,0,2018,7,0,0,1,8.1,64,49.2502,-123.1909,802000
Killarney,Townhouse,3,1,2066,2712,1981,44,1,0,0,13.1,30,49.2266,-123.0444,726000
Marpole,House,4,3,2197,4484,1982,43,0,1,0,7.9,50,49.2081,-123.1283,1389000
Shaughnessy,Condo,1,1,870,0,1937,88,0,0,1,5.7,55,49.2424,-123.1353,829000
Point Grey,Condo,2,1,1354,0,1964,61,1,0,1,9.5,47,49.2625,-123.2041,1016000
West End,Townhouse,2,1,1483,2520,1979,46,1,0,0,1.5,87,49.2913,-123.1269,1255000
Renfrew,House,5,3,2249,6363,1986,39,1,0,0,8.2,49,49.2517,-123.0428,1235000
Sunset,Condo,1,1,861,0,1946,79,0,0,1,9.0,43,49.224,-123.0951,403000
Oakridge,Townhouse,3,1,1788,2349,1982,43,0,0,1,6.9,50,49.2361,-123.1088,1286000
Sunset,Condo,2,1,699,0,1928,97,0,0,0,8.8,38,49.2243,-123.0885,388000
Kitsilano,House,5,3,4079,7298,1939,86,0,1,1,6.4,57,49.2643,-123.1671,2173000
Sunset,Condo,1,1,522,0,1962,63,0,0,0,9.5,39,49.2201,-123.0846,391000
Mount Pleasant,House,3,3,2466,3828,2001,24,1,0,0,2.2,80,49.2621,-123.0969,1763000
Shaughnessy,Townhouse,2,1,2092,2379,1948,77,0,0,0,6.8,55,49.2455,-123.1437,1292000
Coal Harbour,Condo,2,1,1209,0,1989,36,1,0,1,0.5,83,49.2959,-123.1237,1111000
Coal Harbour,Condo,2,1,1010,0,1946,79,0,0,0,2.2,79,49.294,-123.1188,1044000
Fairview,House,3,3,2125,6664,1935,90,1,0,0,2.0,84,49.2541,-123.1315,1669000
Coal Harbour,Condo,1,1,1071,0,2000,25,0,0,0,3.1,65,49.2997,-123.1227,951000
Strathcona,House,4,3,2805,5798,2006,19,1,1,0,2.1,83,49.2787,-123.0858,1314000
Yaletown,Condo,1,1,769,0,1961,64,0,0,1,2.3,82,49.2772,-123.1168,754000
Dunbar,Townhouse,3,2,1511,1785,1948,77,0,0,0,9.8,30,49.2446,-123.1895,996000
Renfrew,Condo,1,1,1203,0,1973,52,0,0,1,10.4,38,49.262,-123.044,445000
Shaughnessy,Condo,1,1,991,0,1934,91,0,0,0,4.2,70,49.2419,-123.1244,1079000
Marpole,Townhouse,2,1,2200,1982,2008,17,0,0,0,8.4,43,49.2154,-123.128,872000
Coal Harbour,Townhouse,2,2,1534,2113,1986,39,1,0,0,0.5,91,49.2918,-123.1287,1118000
Grandview,House,3,2,3560,3117,1989,36,1,1,0,4.5,69,49.2827,-123.0803,1532000
Kerrisdale,Condo,1,1,778,0,1993,32,1,0,0,7.7,53,49.2466,-123.1638,853000
Kitsilano,Townhouse,2,2,1494,1810,2021,4,0,0,0,4.8,60,49.2681,-123.1651,1104000
Sunset,House,3,2,3370,6326,1946,79,0,1,1,7.8,50,49.2305,-123.0864,1467000
Shaughnessy,Condo,2,1,1099,0,2008,17,0,0,1,6.4,55,49.24,-123.1349,1114000
Grandview,Condo,2,1,1309,0,2011,14,0,0,0,4.5,54,49.2696,-123.0729,618000
Oakridge,House,3,3,3517,6954,2009,16,0,0,0,6.2,39,49.2231,-123.1173,2043000
Shaughnessy,Condo,1,1,839,0,1985,40,1,0,0,4.4,73,49.2442,-123.1354,827000
Strathcona,House,4,3,2702,3849,2021,4,1,0,1,3.5,65,49.2794,-123.0967,1610000
Marpole,Townhouse,2,1,1948,2308,1926,99,0,0,0,8.5,43,49.2191,-123.1316,756000
Yaletown,House,3,2,2935,3175,1922,103,1,0,1,1.1,83,49.2778,-123.1224,1970000
Shaughnessy,Condo,1,1,934,0,1933,92,1,0,0,6.7,62,49.2409,-123.1376,949000
Yaletown,Condo,1,1,889,0,1981,44,0,0,0,1.5,79,49.2838,-123.1163,745000
Dunbar,Condo,2,1,953,0,1938,87,0,0,1,9.8,51,49.2509,-123.179,782000
Killarney,Condo,2,1,547,0,1953,72,1,0,1,12.4,30,49.2192,-123.0493,399000
Kerrisdale,Condo,2,1,845,0,1923,102,0,0,0,10.2,36,49.2276,-123.1536,783000
Strathcona,House,4,2,3045,7994,1973,52,1,1,0,4.1,58,49.2691,-123.0786,1275000
Marpole,House,3,3,3651,3438,1950,75,0,0,0,7.9,48,49.2141,-123.1287,1380000
Shaughnessy,Townhouse,3,1,1367,2071,1934,91,1,0,0,5.3,65,49.2352,-123.1337,1311000
Oakridge,Condo,1,1,992,0,1980,45,0,0,1,6.9,51,49.2227,-123.1228,594000
Shaughnessy,Condo,1,1,613,0,1954,71,0,0,1,7.4,51,49.2428,-123.1414,790000
Hastings-Sunrise,Condo,1,1,1058,0,1942,83,1,0,1,5.6,62,49.2822,-123.0502,490000
Riley Park,House,4,3,3435,5059,1950,75,0,0,0,4.7,61,49.2351,-123.1145,1700000
Coal Harbour,Condo,2,1,1013,0,2017,8,0,0,0,3.0,68,49.2848,-123.1266,1071000
Strathcona,Condo,2,1,953,0,1975,50,0,0,0,2.3,79,49.2851,-123.0768,528000
Renfrew,Townhouse,2,2,1396,1897,1954,71,0,0,0,10.9,34,49.258,-123.0429,569000
Grandview,Townhouse,3,2,1411,2223,1989,36,1,0,0,5.0,68,49.2802,-123.0791,834000
Killarney,Condo,1,1,550,0,1938,87,0,0,1,12.8,30,49.2228,-123.0473,360000
Riley Park,House,4,3,2738,7703,1934,91,1,1,0,5.3,65,49.2364,-123.1037,1685000
Dunbar,Condo,2,1,849,0,1925,100,0,0,0,8.8,43,49.2424,-123.1828,627000
Dunbar,Townhouse,2,1,1497,1466,1936,89,0,0,0,9.2,36,49.2493,-123.1959,1004000
Gastown,Condo,2,1,1174,0,1973,52,1,0,1,0.9,78,49.2891,-123.1033,825000
Coal Harbour,Townhouse,2,1,1546,1788,1992,33,1,0,0,1.3,84,49.2886,-123.1283,1448000
Killarney,House,4,2,2066,4172,1970,55,1,1,1,12.1,30,49.2215,-123.0463,1076000
Coal Harbour,Condo,1,1,740,0,1987,38,0,0,0,0.5,71,49.2843,-123.1239,858000
Dunbar,House,4,3,2452,5186,1937,88,1,0,1,9.2,31,49.2469,-123.1863,2241000
Kerrisdale,House,5,3,3046,6397,1938,87,1,0,0,9.8,46,49.2285,-123.1639,2145000
West End,House,3,3,1942,3988,2019,6,1,0,1,2.0,82,49.2841,-123.1304,2048000
West End,Condo,2,1,574,0,1996,29,0,0,1,0.5,97,49.2934,-123.133,794000
Fairview,Condo,2,1,1087,0,1942,83,0,0,0,2.2,75,49.2548,-123.1316,811000
Killarney,Townhouse,3,1,1979,1858,1990,35,1,0,1,13.7,30,49.2219,-123.0451,656000
Hastings-Sunrise,Condo,1,1,637,0,1984,41,1,0,0,8.1,48,49.277,-123.0444,439000
West End,Townhouse,2,1,1749,2765,1929,96,0,0,1,2.4,72,49.2852,-123.1323,1025000
Oakridge,Townhouse,2,2,1750,1984,1954,71,0,0,0,6.9,64,49.233,-123.119,1033000
Riley Park,Townhouse,3,2,1959,1234,1951,74,0,0,0,5.6,54,49.2383,-123.105,967000
Riley Park,Townhouse,2,2,1245,2272,1944,81,0,0,1,5.7,63,49.2493,-123.103,769000
Gastown,House,5,3,3305,3556,2013,12,1,0,1,2.2,87,49.2804,-123.1117,2051000
Yaletown,Condo,1,1,1246,0,2023,2,0,0,1,0.5,79,49.2745,-123.1172,1080000
Yaletown,Condo,2,1,845,0,2003,22,0,1,0,1.4,89,49.2696,-123.1256,857000
Point Grey,House,4,3,3273,7306,2019,6,1,1,1,9.7,40,49.2581,-123.2043,2862000
Yaletown,House,3,3,2095,4313,1925,100,0,1,0,0.5,92,49.2809,-123.1103,1770000
Sunset,Townhouse,3,2,1700,2511,1941,84,0,0,1,8.4,45,49.2193,-123.0919,771000
Oakridge,Condo,2,1,1248,0,1936,89,1,0,0,6.5,56,49.2386,-123.1091,776000
Riley Park,Condo,1,1,1124,0,2017,8,0,0,0,6.2,65,49.2486,-123.094,613000
Hastings-Sunrise,Townhouse,3,1,1561,2084,1982,43,0,0,0,5.3,56,49.2793,-123.0407,677000
Sunset,Condo,1,1,599,0,1958,67,0,0,0,8.4,39,49.2226,-123.105,437000
Gastown,Townhouse,2,2,1556,1458,1967,58,0,0,0,1.0,76,49.2864,-123.1135,953000
Marpole,Condo,2,1,450,0,1979,46,0,0,0,8.5,63,49.2031,-123.1305,449000
Hastings-Sunrise,House,3,3,3101,4970,1967,58,1,0,1,7.0,55,49.2727,-123.0427,1211000
Fairview,Townhouse,3,1,1522,2950,1965,60,1,0,1,2.3,78,49.2627,-123.1284,1189000
Yaletown,Condo,1,1,740,0,2007,18,0,0,0,0.5,82,49.2708,-123.1185,777000
Hastings-Sunrise,Condo,1,1,901,0,1950,75,0,0,1,6.9,53,49.2885,-123.0416,488000
Mount Pleasant,Condo,1,1,923,0,1949,76,0,0,0,4.4,66,49.2634,-123.1081,581000
Killarney,Condo,2,1,856,0,2019,6,0,0,0,13.9,30,49.2219,-123.0506,453000
Oakridge,Townhouse,2,1,1351,2837,1966,59,0,0,0,7.1,56,49.2281,-123.1171,1015000
Yaletown,Condo,2,1,1189,0,1947,78,1,0,1,0.8,79,49.2756,-123.1276,874000
Kitsilano,House,4,2,3514,7688,2017,8,0,0,0,6.3,59,49.2644,-123.165,2054000
Marpole,Condo,2,1,1088,0,1946,79,1,0,1,9.3,35,49.2067,-123.1342,589000
Oakridge,House,3,2,2824,6708,1978,47,1,0,0,6.8,46,49.2304,-123.1223,1903000
Strathcona,Townhouse,2,1,2028,1428,1997,28,0,0,0,3.3,77,49.2659,-123.0927,668000
Fairview,Condo,2,1,883,0,1970,55,0,0,1,2.9,87,49.2637,-123.1371,618000
Oakridge,House,5,3,2459,6438,2000,25,1,1,1,6.2,61,49.2246,-123.1184,1992000
Yaletown,House,4,3,4319,3731,1990,35,0,1,0,0.5,78,49.2706,-123.1256,2540000
Mount Pleasant,Condo,1,1,1062,0,2012,13,0,0,0,4.7,75,49.2654,-123.1081,727000
Marpole,Townhouse,2,1,1853,1923,1972,53,1,0,1,9.0,39,49.2111,-123.1347,669000
Gastown,House,4,3,3578,6821,1981,44,1,0,0,0.5,93,49.2812,-123.1107,2278000
Strathcona,Condo,1,1,819,0,1986,39,0,1,0,5.2,68,49.2792,-123.0924,428000
Killarney,House,3,2,2641,4895,1972,53,1,1,1,14.0,30,49.2184,-123.0438,1111000
Point Grey,Condo,2,1,1002,0,2006,19,0,0,0,9.8,31,49.2716,-123.1962,957000
Point Grey,Townhouse,2,1,2008,2537,1932,93,1,0,0,7.3,49,49.2745,-123.2057,1371000
Hastings-Sunrise,Condo,1,1,1091,0,2023,2,0,0,1,6.8,66,49.2795,-123.0404,635000
Dunbar,Townhouse,2,2,2071,1272,1997,28,1,0,0,7.9,43,49.2484,-123.1848,1137000
Sunset,Townhouse,3,2,1860,1255,1957,68,1,0,0,10.9,41,49.2104,-123.0923,715000
Riley Park,Townhouse,3,1,1795,1563,2016,9,0,0,0,4.4,71,49.2481,-123.1057,969000
Hastings-Sunrise,House,5,3,3541,5212,1953,72,0,1,0,6.8,59,49.2875,-123.0503,1301000
Grandview,Condo,2,1,882,0,2002,23,0,0,0,4.3,62,49.2783,-123.0825,610000
West End,Condo,2,1,1014,0,1992,33,1,0,1,0.5,99,49.279,-123.1317,777000
West End,Condo,1,1,841,0,1969,56,0,0,0,2.7,92,49.2845,-123.1309,529000
Renfrew,Condo,2,1,966,0,1972,53,1,0,0,8.4,50,49.2472,-123.0418,435000
Sunset,Condo,2,1,1048,0,1966,59,0,0,1,8.5,51,49.2135,-123.0893,569000
Gastown,Condo,1,1,1371,0,1927,98,0,0,0,1.3,76,49.288,-123.1115,733000
Coal Harbour,House,4,2,2398,4513,1962,63,1,1,0,1.6,74,49.2883,-123.1239,2050000
Coal Harbour,House,5,2,4133,4781,1942,83,0,1,0,0.5,87,49.2917,-123.1149,2377000
Oakridge,Condo,2,1,813,0,2005,20,0,0,0,6.8,40,49.2277,-123.1088,750000
Fairview,Condo,2,1,772,0,1934,91,1,0,0,2.9,73,49.2666,-123.1323,731000
Fairview,Townhouse,2,2,1491,2093,1970,55,0,1,1,3.0,71,49.2704,-123.1286,1027000
Yaletown,House,5,3,2916,5809,1926,99,0,1,0,1.8,80,49.2831,-123.1227,1972000
Renfrew,House,3,3,3678,5825,1934,91,1,1,0,10.9,30,49.2477,-123.0475,1152000
Sunset,Townhouse,2,2,1792,1899,2021,4,1,0,1,8.7,61,49.2228,-123.0906,907000
Kerrisdale,Condo,1,1,1229,0,1960,65,0,0,0,11.4,30,49.2392,-123.1595,807000
Hastings-Sunrise,Townhouse,3,1,1205,2651,1934,91,0,0,1,6.7,55,49.2762,-123.0414,641000
Hastings-Sunrise,Townhouse,3,1,1580,2688,1959,66,1,0,1,7.9,64,49.2781,-123.0464,795000
Yaletown,House,5,2,3150,5111,1931,94,1,1,1,0.5,87,49.2756,-123.1142,2090000
Dunbar,Townhouse,2,1,1663,2528,1998,27,0,0,1,8.3,54,49.2584,-123.1869,1257000
Sunset,Condo,2,1,501,0,1932,93,0,0,1,7.2,48,49.2204,-123.0988,397000
Point Grey,Condo,2,1,1099,0,2003,22,0,0,1,9.5,51,49.2654,-123.1979,937000
Yaletown,Townhouse,3,1,1068,1734,2014,11,0,0,0,0.5,95,49.2768,-123.118,1155000
Coal Harbour,Townhouse,3,2,1011,1529,1967,58,0,0,0,0.6,99,49.2967,-123.1243,1283000
Point Grey,House,5,2,2576,3471,1984,41,1,1,0,7.3,56,49.2694,-123.1998,2545000
Shaughnessy,Condo,2,1,1110,0,1972,53,0,0,0,6.5,58,49.2453,-123.1324,1101000
Killarney,Condo,2,1,956,0,1926,99,1,0,0,13.5,30,49.2282,-123.0421,405000
Point Grey,House,5,3,4500,7633,1996,29,0,1,0,9.1,49,49.2594,-123.1979,2689000
Renfrew,House,4,3,3977,5188,1983,42,0,1,0,10.5,32,49.2478,-123.0426,1367000
West End,Townhouse,3,1,1616,2409,1965,60,0,0,1,2.1,77,49.2858,-123.1408,884000
Mount Pleasant,Townhouse,3,1,1999,1995,1944,81,0,0,1,3.1,73,49.2608,-123.1021,1174000
Grandview,House,4,2,3095,4857,1985,40,1,0,1,5.5,65,49.2786,-123.0643,1782000
Hastings-Sunrise,Condo,2,1,1049,0,1969,56,0,0,0,4.3,69,49.2785,-123.0447,551000
Kerrisdale,Townhouse,2,1,1430,1630,2004,21,0,0,1,8.8,47,49.2399,-123.1588,1106000
Dunbar,Condo,2,1,737,0,1940,85,1,0,1,10.5,45,49.252,-123.1879,731000
Renfrew,Condo,1,1,830,0,1971,54,0,0,0,10.3,43,49.2591,-123.0447,371000
West End,Condo,2,1,920,0,1980,45,0,0,0,0.5,83,49.2879,-123.1388,837000
Kitsilano,Condo,1,1,595,0,1956,69,0,0,0,6.2,57,49.2658,-123.1634,502000
Sunset,Condo,2,1,761,0,1986,39,0,0,0,9.6,38,49.2228,-123.105,473000
Point Grey,House,3,3,2986,5341,2024,1,1,1,1,8.7,37,49.2564,-123.2062,2948000
Point Grey,Townhouse,3,1,1475,1803,1927,98,1,0,1,9.5,38,49.2675,-123.2041,1209000
Dunbar,Condo,2,1,1182,0,1925,100,1,0,0,9.1,46,49.2553,-123.1873,901000
Strathcona,House,3,2,3673,3085,1936,89,0,0,0,3.0,76,49.274,-123.0793,1418000
Oakridge,Condo,2,1,1006,0,1946,79,0,0,0,8.4,54,49.2218,-123.1159,579000
Sunset,Condo,1,1,955,0,2024,1,0,0,1,8.7,53,49.2201,-123.0961,608000
Strathcona,Condo,2,1,1045,0,1977,48,1,0,0,5.6,62,49.2892,-123.0876,500000
West End,House,5,2,4130,5378,1956,69,1,1,0,0.5,64,49.2856,-123.1428,1998000
Hastings-Sunrise,Condo,1,1,846,0,1947,78,1,0,1,7.1,66,49.2798,-123.0487,492000
Renfrew,House,3,2,3288,3840,1962,63,1,0,0,9.7,50,49.2544,-123.0371,1137000
Oakridge,House,5,2,3531,7972,1993,32,1,1,0,5.4,54,49.223,-123.1254,2428000
Riley Park,House,4,2,3199,4536,1953,72,0,1,1,5.2,65,49.2379,-123.1094,1658000
West End,House,4,2,3668,7662,1953,72,1,1,0,1.5,79,49.2843,-123.1295,2089000
Grandview,Condo,2,1,850,0,1963,62,0,0,0,6.5,44,49.2804,-123.0701,578000
Shaughnessy,House,4,2,4161,3125,1966,59,1,1,0,6.5,59,49.2578,-123.1349,2648000
Marpole,Condo,2,1,1283,0,2008,17,0,0,1,5.7,70,49.212,-123.1241,664000
Kerrisdale,Condo,2,1,988,0,1981,44,0,0,0,10.2,33,49.2339,-123.1627,888000
Renfrew,Townhouse,3,1,1560,1540,1984,41,0,0,1,10.2,39,49.2502,-123.0473,650000
Killarney,House,5,2,3688,4467,1969,56,1,1,1,12.6,30,49.2251,-123.0505,1175000
Fairview,Townhouse,2,2,2012,1969,1996,29,0,0,0,2.9,79,49.2656,-123.1252,1265000
Point Grey,House,3,3,3615,4577,1986,39,1,1,0,8.9,52,49.2653,-123.207,2636000
West End,Condo,2,1,1177,0,2000,25,1,0,1,1.3,92,49.2865,-123.1353,940000
Yaletown,Condo,1,1,613,0,1940,85,1,0,0,0.6,91,49.2729,-123.1212,681000
Riley Park,House,3,2,2901,7707,1945,80,0,1,1,5.7,58,49.2379,-123.1013,1895000
Coal Harbour,Condo,2,1,1082,0,1953,72,1,0,1,0.5,79,49.2904,-123.1217,1050000
Strathcona,Condo,2,1,757,0,1936,89,0,0,0,4.2,72,49.2783,-123.0829,419000
Oakridge,Condo,1,1,908,0,2013,12,1,0,0,7.2,52,49.2271,-123.115,765000
Strathcona,Townhouse,2,1,1990,2073,1934,91,0,0,0,2.7,95,49.2694,-123.0956,682000
Dunbar,Townhouse,2,2,2081,2800,2002,23,0,0,1,10.1,30,49.2498,-123.1839,1342000
West End,Townhouse,2,1,1324,2285,1984,41,0,0,0,0.5,93,49.2909,-123.1321,975000
Marpole,Condo,1,1,799,0,1973,52,0,0,0,6.7,67,49.2146,-123.1233,438000
Kitsilano,Condo,1,1,573,0,1965,60,0,0,0,6.1,50,49.2665,-123.1662,562000
Dunbar,House,5,2,2667,5827,1976,49,0,0,0,8.5,54,49.2528,-123.1857,2106000
Oakridge,House,3,2,3198,3499,1959,66,1,1,0,6.4,59,49.2344,-123.1225,1789000
Dunbar,Condo,1,1,816,0,1943,82,1,0,0,10.6,45,49.2469,-123.1861,621000
Mount Pleasant,Condo,2,1,861,0,2019,6,0,0,0,5.5,75,49.264,-123.1053,675000
Mount Pleasant,Condo,1,1,856,0,1988,37,1,0,0,3.1,75,49.2603,-123.1006,641000
Hastings-Sunrise,Condo,2,1,1175,0,2003,22,1,0,1,6.9,52,49.2724,-123.0388,610000
Kerrisdale,House,4,3,2387,7679,1931,94,1,0,1,8.5,41,49.2343,-123.1626,2052000
Marpole,House,3,3,3100,5790,1930,95,0,0,0,7.6,56,49.2179,-123.1192,1462000
Coal Harbour,House,4,3,2332,6210,1954,71,1,0,0,0.5,95,49.2905,-123.1214,2341000
Yaletown,House,3,2,2513,7096,2017,8,1,1,0,0.5,89,49.2732,-123.1238,2204000
West End,Condo,1,1,623,0,1995,30,0,0,0,3.0,78,49.2802,-123.1283,599000
Marpole,Condo,1,1,727,0,1996,29,0,0,0,8.2,60,49.2099,-123.131,445000
West End,Condo,2,1,633,0,2011,14,0,0,1,1.7,75,49.2785,-123.1337,828000
Kerrisdale,Townhouse,3,2,1310,1647,2008,17,0,0,0,7.7,45,49.226,-123.1584,1215000
Dunbar,Condo,1,1,681,0,1930,95,0,0,1,9.5,62,49.2464,-123.1943,760000
Riley Park,Townhouse,2,1,1908,2806,1954,71,0,0,0,5.4,61,49.241,-123.0936,921000
West End,Townhouse,3,2,1406,1259,1957,68,0,0,0,2.3,78,49.2889,-123.1349,985000
Kerrisdale,House,3,3,3819,7682,1944,81,1,1,0,9.0,44,49.2395,-123.1596,2209000
Coal Harbour,Condo,2,1,617,0,1929,96,1,0,0,2.5,84,49.2921,-123.1249,687000
Fairview,Condo,1,1,1047,0,1970,55,0,0,0,3.7,79,49.2693,-123.1362,636000
Fairview,Condo,1,1,965,0,2017,8,0,0,1,1.6,71,49.2552,-123.1275,770000
Dunbar,Townhouse,2,1,1827,2254,1926,99,0,0,1,8.6,47,49.2427,-123.1915,1102000
Mount Pleasant,Condo,1,1,1323,0,1981,44,0,0,1,4.7,51,49.2557,-123.1072,680000
Kerrisdale,House,5,3,3683,4975,1991,34,0,0,0,9.0,46,49.235,-123.1603,2151000
Coal Harbour,Condo,2,1,885,0,1998,27,0,1,1,1.8,80,49.2848,-123.1249,1034000
Strathcona,Townhouse,3,1,1731,1915,1938,87,0,0,1,4.4,65,49.2788,-123.0846,719000
Riley Park,House,3,2,3342,4456,1993,32,1,1,1,5.6,72,49.2365,-123.1023,1703000
Kerrisdale,House,5,3,3719,4423,1957,68,1,0,0,7.6,49,49.2384,-123.1519,2327000
Shaughnessy,Condo,1,1,840,0,2021,4,0,0,0,4.9,66,49.2397,-123.1361,1113000
Dunbar,Townhouse,3,1,1117,2177,1970,55,0,1,0,8.1,49,49.244,-123.1756,928000
Fairview,Condo,1,1,782,0,1985,40,1,0,0,1.0,75,49.2628,-123.1272,701000
Gastown,House,4,2,2301,7087,1963,62,1,0,0,1.3,85,49.2865,-123.1055,1782000
Killarney,Condo,2,1,768,0,1973,52,1,0,1,13.0,37,49.2206,-123.0451,402000
Strathcona,Condo,1,1,797,0,1982,43,0,0,0,2.4,88,49.2743,-123.0759,387000
Shaughnessy,Condo,1,1,646,0,2014,11,0,0,0,7.7,52,49.2453,-123.134,904000
Grandview,Condo,1,1,785,0,2008,17,0,0,1,4.3,70,49.2794,-123.0729,651000
Strathcona,Townhouse,2,2,1506,2827,1936,89,1,0,0,3.5,84,49.2793,-123.0903,842000
Fairview,Condo,1,1,1032,0,1955,70,0,0,0,2.5,85,49.2626,-123.1163,611000
Kerrisdale,Condo,1,1,622,0,1985,40,1,0,0,9.2,55,49.2237,-123.1573,691000
Yaletown,Townhouse,2,2,1795,1584,1973,52,0,0,1,0.5,85,49.2733,-123.1163,1253000
Marpole,House,3,3,4500,6973,2010,15,1,0,0,8.2,56,49.211,-123.1272,1781000
Mount Pleasant,Condo,1,1,928,0,1921,104,0,0,0,3.9,67,49.2581,-123.0978,566000
Sunset,Townhouse,3,2,1408,1578,1975,50,1,0,0,9.9,47,49.2119,-123.0825,835000
Yaletown,Townhouse,2,1,1950,2649,2018,7,0,0,0,0.7,85,49.2761,-123.1212,1243000
West End,House,5,3,3638,3827,1920,105,0,1,0,0.5,85,49.2884,-123.1316,2140000
Sunset,House,3,2,2863,4007,1992,33,1,0,1,9.5,30,49.2229,-123.097,1201000
Strathcona,Condo,2,1,968,0,1985,40,0,0,0,4.7,54,49.2799,-123.0763,394000
West End,Townhouse,2,2,1838,1777,1999,26,1,1,0,1.7,87,49.2875,-123.135,1253000
Grandview,Condo,2,1,614,0,1946,79,0,0,0,6.1,59,49.2728,-123.069,467000
Point Grey,House,5,3,2781,5945,1927,98,1,0,1,8.5,41,49.2629,-123.1925,2575000
